file_id,make,normalized_make,model,normalized_model
a0598-NKIM_MG_6367,Canon,Canon,EOS 40D,EOS 40D
a0155-kme_116,Canon,Canon,EOS 40D,EOS 40D
a0488-jmac_MG_1405,Canon,Canon,EOS 5D,EOS 5D
a0019-jmac_MG_0653,Canon,Canon,EOS 5D,EOS 5D
a0241-NKIM_MG_6579,Canon,Canon,EOS 40D,EOS 40D
a0063-IMG_4185,Canon,Canon,EOS 450D,EOS 450D
a0048-kme_066,Canon,Canon,EOS 40D,EOS 40D
a3243-07-11-11-at-11h52m02s-_MG_4558,Canon,Canon,EOS 5D,EOS 5D
a2989-jmac_MG_5969,Canon,Canon,EOS 5D,EOS 5D
a3291-LS051026_day_2_arive38,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a3201-kme_518,Canon,Canon,PowerShot G9,PowerShot G9
a3050-NKIM_MG_6691,Canon,Canon,EOS 40D,EOS 40D
a3443-jmac_DSC6260,Nikon,Nikon,D70,D70
a2819-IMG_4409,Canon,Canon,EOS 450D,EOS 450D
a2905-KE_-2500,Nikon,Nikon,D70,D70
a3117-20050319_062206__E6B0635,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3352-LS_060719_7305,Canon,Canon,PowerShot S70,PowerShot S70
a3412-IMG_4112,Canon,Canon,EOS 450D,EOS 450D
a3363-kme_226,Canon,Canon,EOS 20D,EOS 20D
a2879-IMG_0481,Canon,Canon,EOS 450D,EOS 450D
a3406-jn_2007_05_10__570,Canon,Canon,EOS 30D,EOS 30D
a3270-kme_346,Nikon,Nikon,D2H,D2H
a3194-jmacdscf0029,Fujifilm,Fujifilm,S2Pro,S2Pro
a3259-_DSC2995,Nikon,Nikon,D700,D700
a3095-dvf_109,Leica,Leica,M8,M8
a3403-Ja_Pe-35,Leica,Panasonic,D-LUX 3,DMC-LX2
a2845-kme_420,Canon,Canon,EOS 20D,EOS 20D
a3045-kme_122,Canon,Canon,EOS 20D,EOS 20D
a3011-JI2E3924,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a2927-jmac_MG_5844,Canon,Canon,EOS 5D,EOS 5D
a2981-050704_162940__MG_3481,Canon,Canon,EOS 20D,EOS 20D
a3134-IMG_4250,Canon,Canon,EOS 450D,EOS 450D
a2815-jn_20080814_New_York_City_065,Canon,Canon,EOS 30D,EOS 30D
a2898-dvf_011,Canon,Canon,EOS 5D,EOS 5D
a3188-IMG_4400,Canon,Canon,EOS 450D,EOS 450D
a2810-jmac_DSC2480,Nikon,Nikon,D70,D70
a3039-07-06-02-at-10h16m04-s_MG_1405,Canon,Canon,EOS 5D,EOS 5D
a2970-kme_123,Canon,Canon,EOS 20D,EOS 20D
a3451-IMG_1088,Canon,Canon,EOS 450D,EOS 450D
a3311-IMG_4500,Canon,Canon,EOS 450D,EOS 450D
a3426-kme_517,Canon,Canon,PowerShot G9,PowerShot G9
a2890-2004-03-29 08-35-06 CRW_5767,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a3165-WP_CRW_0572,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a3253-IMG_5819,Canon,Canon,EOS 400D,EOS 400D
a3106-dgw_052,Nikon,Nikon,D700,D700
a3149-20080708_at_13h43m33__MG_4340,Canon,Canon,EOS 5D,EOS 5D
a3025-jmac_DSC2964,Nikon,Nikon,D70,D70
a3154-kme_252,Nikon,Nikon,D100,D100
a3472-jn_20080814_New_York_City_011,Canon,Canon,EOS 30D,EOS 30D
a3186-kme_359,Nikon,Nikon,D2H,D2H
a2808-20080516_072208__MG_0018,Canon,Canon,EOS 5D,EOS 5D
a3153-IMG_0123,Canon,Canon,EOS 350D,EOS 350D
a3169-jmacdscf0053,Fujifilm,Fujifilm,S2Pro,S2Pro
a2888-kme_480,Canon,Canon,EOS 20D,EOS 20D
a2836-jmac_MG_0389,Canon,Canon,EOS 5D,EOS 5D
a3132-dvf_050,Leica,Leica,M8,M8
a2944-IMG_0494,Canon,Canon,EOS 450D,EOS 450D
a2906-IMG_0815,Canon,Canon,EOS 450D,EOS 450D
a3099-_DGW6276,Nikon,Nikon,D700,D700
a3264-jmac_MG_5785,Canon,Canon,EOS 5D,EOS 5D
a2828-jmac_MG_0100,Canon,Canon,EOS 5D,EOS 5D
a2926-MB_070908_110,Canon,Canon,EOS 5D,EOS 5D
a2893-kme_332,Nikon,Nikon,D70,D70
a3185-07-11-30-at-15h00m26s-_MG_8241,Canon,Canon,EOS 5D,EOS 5D
a3175-NKIM_083,Canon,Canon,EOS 40D,EOS 40D
a2947-IMG_0123,Canon,Canon,EOS 40D,EOS 40D
a2896-_DSC1122,Nikon,Nikon,D700,D700
a3054-IMG_4660,Canon,Canon,EOS 450D,EOS 450D
a3026-_MG_7180,Canon,Canon,EOS 5D,EOS 5D
a3342-kme_261,Canon,Canon,EOS 20D,EOS 20D
a3268-kme_260,Canon,Canon,EOS 20D,EOS 20D
a2876-jn_20080130_Las_Vegas_0082,Canon,Canon,EOS 30D,EOS 30D
a3367-NKIM_MG_6672,Canon,Canon,EOS 40D,EOS 40D
a3295-jmacdscf0010,Fujifilm,Fujifilm,S2Pro,S2Pro
a2852-JI2E5666,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a2955-_DGW6306,Nikon,Nikon,D700,D700
a3202-07-06-02-at-13h18m43-s_MG_1425,Canon,Canon,EOS 5D,EOS 5D
a3327-Ja_Pe-5,Leica,Panasonic,D-LUX 3,DMC-LX2
a3316-20051225_163230__MG_1390,Canon,Canon,EOS 5D,EOS 5D
a3063-dgw_138,Nikon,Nikon,D700,D700
a3072-NKIM_084,Canon,Canon,EOS 40D,EOS 40D
a2802-IMG_4594,Canon,Canon,EOS 450D,EOS 450D
a2899-LS_060715_8774,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a3313-CRW_0168,Canon,Canon,EOS 10D,EOS 10D
a3051-07-06-01-at-13h01m22-s_MG_1255,Canon,Canon,EOS 5D,EOS 5D
a3195-050701_132232__MG_3385,Canon,Canon,EOS 20D,EOS 20D
a3080-jmac_MG_1235,Canon,Canon,EOS 5D,EOS 5D
a3157-jmacdscf0642,Fujifilm,Fujifilm,S2Pro,S2Pro
a3343-kme_414,Canon,Canon,EOS 20D,EOS 20D
a3189-jn_2007_05_03__166,Canon,Canon,EOS 30D,EOS 30D
a3284-Ja_Pe-12,Leica,Panasonic,D-LUX 3,DMC-LX2
a3397-_DSC5572,Nikon,Nikon,D700,D700
a3349-IMG_1322,Canon,Canon,EOS 450D,EOS 450D
a3252-07-12-01-at-16h06m04s-_MG_8716,Canon,Canon,EOS 5D,EOS 5D
a3356-_DSC9981,Nikon,Nikon,D700,D700
a3129-jmac_DSC3926,Nikon,Nikon,D40X,D40X
a2829-Ja_Pe-33,Leica,Panasonic,D-LUX 3,DMC-LX2
a3277-NKIM_MG_6727,Canon,Canon,EOS 40D,EOS 40D
a3481-JI2E5694,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3445-kme_087,Canon,Canon,EOS 40D,EOS 40D
a3142-_I2E6934,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3380-IMG_0034,Canon,Canon,EOS 20D,EOS 20D
a2912-20051006_200556__MG_0421,Canon,Canon,EOS 5D,EOS 5D
a3340-_DGW6366,Nikon,Nikon,D700,D700
a3001-IMG_0895,Canon,Canon,EOS 450D,EOS 450D
a3467-dgw_035,Nikon,Nikon,D700,D700
a2910-dvf_058,Leica,Leica,M8,M8
a2861-IMG_4397,Canon,Canon,EOS 450D,EOS 450D
a3120-jn_20080802_0026,Canon,Canon,EOS 30D,EOS 30D
a3010-kme_410,Canon,Canon,EOS 20D,EOS 20D
a3407-DSC_0008-1,Nikon,Nikon,D70s,D70s
a3475-IMG_0125,Canon,Canon,EOS 350D,EOS 350D
a2983-JI2E4016,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3309-LSYD4O0609,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a2953-_DSC2871,Nikon,Nikon,D700,D700
a3173-dgw_043,Nikon,Nikon,D700,D700
a3370-kme_326,Nikon,Nikon,D70,D70
a3483-_DSC0023-1,Nikon,Nikon,D70s,D70s
a3280-_DSC2218,Nikon,Nikon,D700,D700
a3139-WP_CRW_6451,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a2881-20070514_162430__MG_7345,Canon,Canon,EOS 5D,EOS 5D
a2977-050813_170108__I2E5781,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3457-NKIM_025,Canon,Canon,EOS 40D,EOS 40D
a3376-MB_060909_057,Canon,Canon,EOS 5D,EOS 5D
a2884-jmac_MG_0586,Canon,Canon,EOS 5D,EOS 5D
a3452-IMG_1205,Canon,Canon,EOS 450D,EOS 450D
a3425-DSC_0012,Nikon,Nikon,D70s,D70s
a2838-20061223_190650__E6B7006,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3262-kme_218,Canon,Canon,EOS 20D,EOS 20D
a3388-jmac_DSC2214,Nikon,Nikon,D70,D70
a3432-jmac_DSC3184,Nikon,Nikon,D70,D70
a3155-IMG_0148,Canon,Canon,EOS 450D,EOS 450D
a3250-dgw_113,Nikon,Nikon,D700,D700
a3112-WP_CRW_3862,Canon,Canon,EOS 10D,EOS 10D
a3133-jmac_DSC3578,Nikon,Nikon,D70,D70
a2889-_M6A0071,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a2858-GrassleyCase-5374,Canon,Canon,EOS 20D,EOS 20D
a2811-kme_358,Nikon,Nikon,D2H,D2H
a3143-IMG_0141,Canon,Canon,EOS 40D,EOS 40D
a2909-dgw_092,Nikon,Nikon,D700,D700
a2965-07-07-16-at-00h22m25s-_MG_2198,Canon,Canon,EOS 5D,EOS 5D
a3178-IMG_1270,Canon,Canon,EOS 450D,EOS 450D
a2949-IMG_3951,Canon,Canon,EOS 450D,EOS 450D
a3260-dvf_048,Leica,Leica,M8,M8
a3449-jmac_DSC2669,Nikon,Nikon,D70,D70
a3498-_DSC0188,Nikon,Nikon,D70s,D70s
a3096-IMG_4231,Canon,Canon,EOS 450D,EOS 450D
a3373-KE_-2532,Nikon,Nikon,D70,D70
a3166-050701_124928__MG_3318,Canon,Canon,EOS 20D,EOS 20D
a3215-dgw_121,Nikon,Nikon,D700,D700
a3238-IMG_0891,Canon,Canon,EOS 450D,EOS 450D
a2856-IMG_5016,Canon,Canon,EOS 450D,EOS 450D
a2859-kme_048,Canon,Canon,EOS 40D,EOS 40D
a3255-jmacDSC_0362,Nikon,Nikon,D70,D70
a3325-050819_154342__MG_5227,Canon,Canon,EOS 20D,EOS 20D
a3347-kme_477,Canon,Canon,EOS 20D,EOS 20D
a3372-_DSC3291,Nikon,Nikon,D700,D700
a3267-WP_CRW_0087,Canon,Canon,EOS 10D,EOS 10D
a2919-_MG_1063,Canon,Canon,EOS 20D,EOS 20D
a3418-2004-02-07 16-53-50 CRW_3754,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a2842-_DSC2876,Nikon,Nikon,D700,D700
a3146-kme_507,Canon,Canon,PowerShot G10,PowerShot G10
a3183-_DSC5701,Nikon,Nikon,D700,D700
a3390-dgw_070,Nikon,Nikon,D700,D700
a3334-_DSC0034,Nikon,Nikon,D70s,D70s
a2841-_78U7968,Canon,Canon,EOS-1D Mark III,EOS-1D Mark III
a3017-WP_CRW_0571,Canon,Canon,EOS 10D,EOS 10D
a2830-tc_DSC0702,Nikon,Nikon,D300,D300
a3417-kme_415,Canon,Canon,EOS 20D,EOS 20D
a3333-kme_549,Canon,Canon,PowerShot G10,PowerShot G10
a3299-IMG_1580,Canon,Canon,EOS 450D,EOS 450D
a3177-07-11-17-at-08h19m16s-_MG_4757,Canon,Canon,EOS 5D,EOS 5D
a2835-IMG_4968,Canon,Canon,EOS 450D,EOS 450D
a2993-IMG_3674,Canon,Canon,EOS 450D,EOS 450D
a3294-050819_075702__MG_5121,Canon,Canon,EOS 20D,EOS 20D
a3130-_DGW6351,Nikon,Nikon,D700,D700
a2964-MB_070908_020,Canon,Canon,EOS 5D,EOS 5D
a2857-IMG_0239,Canon,Canon,EOS 40D,EOS 40D
a2817-NKIM_086,Canon,Canon,EOS 40D,EOS 40D
a3477-_DSC0048,Nikon,Nikon,D70s,D70s
a3435-dgw_001,Nikon,Nikon,D700,D700
a2924-Ja_Pe-60,Leica,Panasonic,D-LUX 3,DMC-LX2
a3110-IMG_4966,Canon,Canon,EOS 450D,EOS 450D
a3083-GrassleyCase-5372,Canon,Canon,EOS 20D,EOS 20D
a3369-IMG_0004,Canon,Canon,EOS 400D,EOS 400D
a2907-dgw_108,Nikon,Nikon,D700,D700
a3459-jmacdscf0611,Fujifilm,Fujifilm,S2Pro,S2Pro
a3489-kme_542,Canon,Canon,PowerShot G10,PowerShot G10
a3419-_DSC3931,Nikon,Nikon,D700,D700
a2937-_MG_2373,Canon,Canon,EOS 20D,EOS 20D
a3448-IMG_0113,Canon,Canon,EOS 450D,EOS 450D
a3091-_DGW6408,Nikon,Nikon,D700,D700
a3218-IMG_1616,Canon,Canon,EOS 450D,EOS 450D
a3437-IMG_0474,Canon,Canon,EOS 450D,EOS 450D
a3434-jmac_MG_5831,Canon,Canon,EOS 5D,EOS 5D
a3314-IMG_4110,Canon,Canon,EOS 450D,EOS 450D
a3115-dgw_016,Nikon,Nikon,D700,D700
a3245-CRW_0149,Canon,Canon,EOS 10D,EOS 10D
a3453-kme_020,Canon,Canon,EOS 20D,EOS 20D
a3462-dgw_051,Nikon,Nikon,D700,D700
a3180-07-08-11-at-18h19m52s-N0000238,Canon,Canon,EOS 5D,EOS 5D
a3283-IMG_1370,Canon,Canon,EOS 450D,EOS 450D
a3111-_MG_2968,Canon,Canon,EOS 5D,EOS 5D
a3429-IMG_0036,Canon,Canon,EOS 40D,EOS 40D
a3126-DSC_0046-1,Nikon,Nikon,D70s,D70s
a3383-DSC_0022,Nikon,Nikon,D70s,D70s
a3208-kme_604,Canon,Canon,EOS 40D,EOS 40D
a2863-IMG_0090,Canon,Canon,EOS 40D,EOS 40D
a3031-kme_025,Canon,Canon,EOS 40D,EOS 40D
a3053-kme_135,Canon,Canon,EOS 20D,EOS 20D
a3048-_DGW6350,Nikon,Nikon,D700,D700
a3335-jmac_DSC2458,Nikon,Nikon,D70,D70
a3182-_DGW6265,Nikon,Nikon,D700,D700
a2974-DSC_0363,Nikon,Nikon,D80,D80
a3276-dgw_159,Nikon,Nikon,D700,D700
a3056-IMG_4331,Canon,Canon,EOS 450D,EOS 450D
a3136-Ja_Pe-15,Leica,Panasonic,D-LUX 3,DMC-LX2
a2941-kme_112,Canon,Canon,EOS 40D,EOS 40D
a2928-jmac_MG_0176,Canon,Canon,EOS 5D,EOS 5D
a3378-IMG_4178,Canon,Canon,EOS 450D,EOS 450D
a3251-_DSC1093,Nikon,Nikon,D700,D700
a3478-Ja_Pe-72,Leica,Panasonic,D-LUX 3,DMC-LX2
a3087-_DSC1585,Nikon,Nikon,D700,D700
a3271-dgw_125,Nikon,Nikon,D700,D700
a2961-_DSC9017,Nikon,Nikon,D700,D700
a3466-IMG_3941,Canon,Canon,EOS 450D,EOS 450D
a3044-IMG_0523,Canon,Canon,EOS 450D,EOS 450D
a3058-IMG_0920,Canon,Canon,EOS 450D,EOS 450D
a3065-jmac_DSC0967,Nikon,Nikon,D70,D70
a2967-_I2E8213,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a2849-kme_555,Canon,Canon,PowerShot G10,PowerShot G10
a3093-_DSC0015,Nikon,Nikon,D70s,D70s
a3015-IMG_4652,Canon,Canon,EOS 450D,EOS 450D
a3028-_DSC7427,Nikon,Nikon,D700,D700
a3097-_I2E6927,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3076-dgw_036,Nikon,Nikon,D700,D700
a2957-KE_-2762,Nikon,Nikon,D70,D70
a2877-jn_20081025_Kent_Shelter_319,Canon,Canon,EOS 30D,EOS 30D
a2987-20080708_at_22h33m08__78U9588,Canon,Canon,EOS-1D Mark III,EOS-1D Mark III
a2870-NKIM_MG_7449,Canon,Canon,EOS 40D,EOS 40D
a3331-kme_441,Canon,Canon,EOS 20D,EOS 20D
a2916-WP_CRW_7798,Canon,Canon,EOS 10D,EOS 10D
a3286-jn_20080928_058,Canon,Canon,EOS 30D,EOS 30D
a3197-IMG_2567,Canon,Canon,EOS 450D,EOS 450D
a3305-kme_043,Canon,Canon,EOS 40D,EOS 40D
a3089-07-11-22-at-11h21m46s-_MG_6278,Canon,Canon,EOS 5D,EOS 5D
a3030-IMG_1567,Canon,Canon,EOS 450D,EOS 450D
a3235-dgw_117,Nikon,Nikon,D700,D700
a3081-kme_011,Canon,Canon,EOS 40D,EOS 40D
a2986-_DGW6325,Nikon,Nikon,D700,D700
a3103-_DSC3362,Nikon,Nikon,D700,D700
a2972-_DSC6416,Nikon,Nikon,D700,D700
a3414-DSC_0002,Nikon,Nikon,D70s,D70s
a3337-dgw_112,Nikon,Nikon,D700,D700
a2806-MB_20030906_016,Canon,Canon,EOS D60,EOS D60
a3181-DSC_0144,Nikon,Nikon,D70s,D70s
a3060-kme_369,Fujifilm,Fujifilm,S2Pro,S2Pro
a3365-jn_20071207_Xmas_House_0124,Canon,Canon,EOS 30D,EOS 30D
a3199-20081026_at_06h13m48__MG_3460,Canon,Canon,EOS 5D,EOS 5D
a3346-Ja_Pe-71,Leica,Panasonic,D-LUX 3,DMC-LX2
a3274-jn_20080508_170,Canon,Canon,EOS 30D,EOS 30D
a2922-Ja_Pe-24,Leica,Panasonic,D-LUX 3,DMC-LX2
a2821-DSC_0109-1,Nikon,Nikon,D70s,D70s
a3409-20080509_070806__MG_9695,Canon,Canon,EOS 5D,EOS 5D
a3236-IMG_5146,Canon,Canon,EOS 450D,EOS 450D
a2925-DSC_0036-2,Nikon,Nikon,D70s,D70s
a3338-DSC_0002,Nikon,Nikon,D70s,D70s
a3424-CRW_0163,Canon,Canon,EOS 10D,EOS 10D
a3446-050730_134124__MG_3716,Canon,Canon,EOS 20D,EOS 20D
a2867-kme_466,Canon,Canon,EOS 20D,EOS 20D
a3289-Ja_Pe-27,Leica,Panasonic,D-LUX 3,DMC-LX2
a3440-kme_407,Canon,Canon,EOS 20D,EOS 20D
a3064-CRW_1037,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a3463-_MG_1712,Canon,Canon,EOS 20D,EOS 20D
a2853-IMG_2515,Canon,Canon,EOS 450D,EOS 450D
a3002-MB_060708_203,Canon,Canon,EOS 5D,EOS 5D
a3285-CRW_0291,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a3261-IMG_4004,Canon,Canon,EOS 450D,EOS 450D
a2885-20081207_at_23h26m15__MG_3818,Canon,Canon,EOS 5D,EOS 5D
a2951-jmac_MG_5613,Canon,Canon,EOS 5D,EOS 5D
a3470-IMG_0835,Canon,Canon,EOS 450D,EOS 450D
a2850-jmac_MG_5803,Canon,Canon,EOS 5D,EOS 5D
a3019-jn_20071005_0002,Canon,Canon,EOS 30D,EOS 30D
a3354-MB_070908_069,Canon,Canon,EOS 5D,EOS 5D
a2952-dvf_108,Leica,Leica,M8,M8
a3442-MB_060909_003,Canon,Canon,EOS 5D,EOS 5D
a3329-KE_-1694,Nikon,Nikon,D70,D70
a2985-IMG_2634,Canon,Canon,EOS 450D,EOS 450D
a3341-jmac_DSC2590,Nikon,Nikon,D70,D70
a3024-07-08-11-at-16h35m32s-N0000142,Canon,Canon,EOS 5D,EOS 5D
a2809-dgw_023,Nikon,Nikon,D700,D700
a2851-kme_340,Nikon,Nikon,D70,D70
a3124-IMG_4765,Canon,Canon,EOS 450D,EOS 450D
a3113-JI2E3593,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3211-IMG_3947,Canon,Canon,EOS 450D,EOS 450D
a3400-07-11-04-at-17h36m14s-_MG_4004,Canon,Canon,EOS 5D,EOS 5D
a2846-JI2E0478,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3292-jmac_MG_4914,Canon,Canon,EOS 5D,EOS 5D
a2840-_MG_1150,Canon,Canon,EOS 20D,EOS 20D
a3008-WP_CRW_8108,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a3004-WP_CRW_9572,Canon,Canon,EOS 10D,EOS 10D
a3290-JI2E5151,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3234-IMG_1640,Canon,Canon,EOS 400D,EOS 400D
a3052-jn_20071117-033,Canon,Canon,EOS 30D,EOS 30D
a2805-jn_2007_12_15__BU_CRUISE_272,Canon,Canon,EOS 30D,EOS 30D
a3430-_I2E5942,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3492-kme_180,Canon,Canon,EOS 20D,EOS 20D
a2918-_I2E7066,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3387-kme_128,Canon,Canon,EOS 20D,EOS 20D
a3104-tc_DSC2387,Nikon,Nikon,D300,D300
a2902-jn_20081025_Kent_Shelter_471,Canon,Canon,EOS 30D,EOS 30D
a3069-jmac_DSC2462,Nikon,Nikon,D70,D70
a2878-CRW_0013,Canon,Canon,EOS D30,EOS D30
a3247-JI2E4615,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a2865-jmac_DSC3556,Nikon,Nikon,D70,D70
a3455-kme_438,Canon,Canon,EOS 20D,EOS 20D
a3293-DSC_0328,Nikon,Nikon,D80,D80
a3257-WP_CRW_9556,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a3043-jmac_MG_6976,Canon,Canon,EOS 5D,EOS 5D
a2936-jmac_DSC0529,Nikon,Nikon,D70,D70
a2860-JI2E5638,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3156-20080514_101818__MG_9892,Canon,Canon,EOS 5D,EOS 5D
a3486-jmac_DSC3897,Nikon,Nikon,D40X,D40X
a2844-jmac_DSC3373,Nikon,Nikon,D70,D70
a3098-kme_444,Canon,Canon,EOS 20D,EOS 20D
a2946-kme_142,Canon,Canon,EOS 40D,EOS 40D
a3217-Ja_Pe-56,Leica,Panasonic,D-LUX 3,DMC-LX2
a3237-kme_211,Canon,Canon,EOS 20D,EOS 20D
a3176-JI2E0421,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3328-DSC_0157,Nikon,Nikon,D70s,D70s
a2911-Ja_Pe-18,Leica,Panasonic,D-LUX 3,DMC-LX2
a3041-_DGW6232,Nikon,Nikon,D700,D700
a3160-IMG_0832,Canon,Canon,EOS 450D,EOS 450D
a2868-IMG_1740,Canon,Canon,EOS 20D,EOS 20D
a3330-DSC_0048,Nikon,Nikon,D70s,D70s
a3107-WP_CRW_0539,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a3022-WP_CRW_0587,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a2959-JI2E3589,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3318-JI2E5722,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3379-Ja_Pe-59,Leica,Panasonic,D-LUX 3,DMC-LX2
a3242-20080623_at_15h18m22__MG_9919,Canon,Canon,EOS 5D,EOS 5D
a3061-jn_2007_12_12__BU_CRUISE_085,Canon,Canon,EOS 30D,EOS 30D
a2913-IMG_0138,Canon,Canon,EOS 40D,EOS 40D
a2998-kme_599,Nikon,Nikon,D100,D100
a3254-IMG_4561,Canon,Canon,EOS 450D,EOS 450D
a3205-dgw_042,Nikon,Nikon,D700,D700
a2991-kme_300,Kodak,Kodak,DCS460D,DCS460
a3220-IMG_4829,Canon,Canon,EOS 450D,EOS 450D
a3468-IMG_4793,Canon,Canon,EOS 450D,EOS 450D
a3469-kme_489,Canon,Canon,PowerShot G10,PowerShot G10
a3057-dvf_002,Canon,Canon,EOS 5D,EOS 5D
a3473-jmac_MG_0161,Canon,Canon,EOS 5D,EOS 5D
a2923-20060619_195834__MG_9248,Canon,Canon,EOS 5D,EOS 5D
a3353-IMG_4106,Canon,Canon,EOS 450D,EOS 450D
a3158-08-05-24-at-14h51m20s-_78U8129,Canon,Canon,EOS-1D Mark III,EOS-1D Mark III
a3396-jmac_DSC3876,Nikon,Nikon,D70,D70
a3232-_DGW6397,Nikon,Nikon,D700,D700
a3224-DSC_0028,Nikon,Nikon,D70s,D70s
a3423-_DGW6316,Nikon,Nikon,D700,D700
a3381-IMG_0051,Canon,Canon,EOS 40D,EOS 40D
a3200-dgw_133,Nikon,Nikon,D700,D700
a2862-_DSC0055,Nikon,Nikon,D70s,D70s
a3239-JI2E4475,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3029-07-11-17-at-07h41m24s-_MG_4654,Canon,Canon,EOS 5D,EOS 5D
a3288-KE_-0049,Nikon,Nikon,D100,D100
a3296-20080509_071308__MG_9701,Canon,Canon,EOS 5D,EOS 5D
a3471-kme_379,Fujifilm,Fujifilm,S2Pro,S2Pro
a3339-_MG_7202,Canon,Canon,EOS 5D,EOS 5D
a3493-IMG_0279,Canon,Canon,EOS 40D,EOS 40D
a3302-kme_606,Nikon,Nikon,D100,D100
a3170-IMG_0123,Canon,Canon,EOS 450D,EOS 450D
a3187-MB_20030906_085,Canon,Canon,EOS D60,EOS D60
a3362-dgw_110,Nikon,Nikon,D700,D700
a2827-dgw_085,Nikon,Nikon,D700,D700
a3174-JI2E5629,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3497-kme_088,Canon,Canon,EOS 40D,EOS 40D
a3151-_DSC2837,Nikon,Nikon,D700,D700
a3014-IMG_1904,Canon,Canon,EOS 20D,EOS 20D
a2962-_I2E7423,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a3479-NKIM_MG_8033,Canon,Canon,EOS 40D,EOS 40D
a2992-NKIM_MG_7779,Canon,Canon,EOS 40D,EOS 40D
a3035-KE_-02,Nikon,Nikon,D100,D100
a2864-_DSC0003,Nikon,Nikon,D70s,D70s
a2997-IMG_4851,Canon,Canon,EOS 450D,EOS 450D
a3068-dgw_040,Nikon,Nikon,D700,D700
a3350-dvf_077,Leica,Leica,M8,M8
a3324-IMG_0080,Canon,Canon,EOS 40D,EOS 40D
a3128-IMG_1592,Canon,Canon,EOS 450D,EOS 450D
a3495-kme_601,Canon,Canon,EOS 40D,EOS 40D
a2978-WP_CRW_2889,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a3032-dgw_139,Nikon,Nikon,D700,D700
a3389-dvf_004,Canon,Canon,EOS 5D,EOS 5D
a3216-WP_IMG_0957,Canon,Canon,PowerShot G9,PowerShot G9
a3036-20090127_at_17h54m33__MG_4036,Canon,Canon,EOS 5D,EOS 5D
a3450-IMG_8364,Canon,Canon,EOS 400D,EOS 400D
a2855-IMG_0718,Canon,Canon,EOS 450D,EOS 450D
a2824-dvf_035,Canon,Canon,EOS 5D,EOS 5D
a2897-IMG_6046,Canon,Canon,EOS 20D,EOS 20D
a2895-_DSC1934,Nikon,Nikon,D700,D700
a3447-jmac_DSC0420,Nikon,Nikon,D70,D70
a3345-20080514_105211__MG_9917,Canon,Canon,EOS 5D,EOS 5D
a2820-jmac_DSC0708,Nikon,Nikon,D70,D70
a3082-CRW_0184,Canon,Canon,EOS 10D,EOS 10D
a2996-_DSC3082,Nikon,Nikon,D700,D700
a3287-_DGW6308,Nikon,Nikon,D700,D700
a3421-20080630_at_16h14m34__MG_1769,Canon,Canon,EOS 5D,EOS 5D
a3315-MB_20030906_022,Canon,Canon,EOS D60,EOS D60
a2900-MB_070908_087,Canon,Canon,EOS 5D,EOS 5D
a3071-kme_276,Nikon,Nikon,D70,D70
a2869-dgw_111,Nikon,Nikon,D700,D700
a3281-DSC_0012-3,Nikon,Nikon,D70s,D70s
a3438-kme_193,Canon,Canon,EOS 20D,EOS 20D
